[H[2JScanned file(1131.txt) 0 of 22.
% complete: 0
([2, 2, 2008, 13, 31, 9], [2, 2, 2008, 13, 31, 9], 0, 116.45851, 39.86955, 'move')
([2, 2, 2008, 14, 29, 58], [2, 2, 2008, 14, 29, 58], 0, 116.44495, 39.8802, 'move')
([2, 2, 2008, 14, 31, 3], [2, 2, 2008, 14, 31, 3], 0, 116.44482, 39.87651, 'move')
([2, 2, 2008, 14, 31, 23], [2, 2, 2008, 14, 31, 23], 0, 116.44479, 39.87536, 'move')
([2, 2, 2008, 14, 31, 28], [2, 2, 2008, 14, 31, 28], 0, 116.44478, 39.87534, 'move')
([2, 2, 2008, 14, 31, 33], [2, 2, 2008, 14, 31, 33], 0, 116.44477, 39.87534, 'move')
([2, 2, 2008, 14, 32, 13], [2, 2, 2008, 14, 32, 13], 0, 116.4463, 39.87506, 'move')
([2, 2, 2008, 14, 33, 6], [2, 2, 2008, 14, 33, 6], 0, 116.4495, 39.87492, 'move')
([2, 2, 2008, 14, 33, 11], [2, 2, 2008, 14, 33, 11], 0, 116.4495, 39.87492, 'move')
([2, 2, 2008, 14, 33, 21], [2, 2, 2008, 14, 33, 21], 0, 116.44955, 39.87495, 'move')
([2, 2, 2008, 14, 33, 36], [2, 2, 2008, 14, 33, 36], 0, 116.45002, 39.87495, 'move')
([2, 2, 2008, 14, 33, 41], [2, 2, 2008, 14, 33, 41], 0, 116.45038, 39.87498, 'move')
([2, 2, 2008, 14, 34, 26], [2, 2, 2008, 14, 34, 26], 0, 116.45213, 39.87498, 'move')
([2, 2, 2008, 14, 34, 31], [2, 2, 2008, 14, 34, 31], 0, 116.45214, 39.87491, 'move')
([2, 2, 2008, 14, 36, 1], [2, 2, 2008, 14, 36, 1], -1, 116.4545, 39.8703, 'move')
([2, 2, 2008, 14, 35, 56], [2, 2, 2008, 14, 37, 26], 19.0, 116.45449900000003, 39.870284500000004, 'sp')
([2, 2, 2008, 14, 37, 26], [2, 2, 2008, 14, 37, 26], 19.0, 116.45449, 39.87027, 'move')
([2, 2, 2008, 14, 38, 26], [2, 2, 2008, 14, 38, 26], 0, 116.45426, 39.86692, 'move')
([2, 2, 2008, 14, 38, 31], [2, 2, 2008, 14, 38, 31], 0, 116.45411, 39.8666, 'move')
([2, 2, 2008, 14, 38, 56], [2, 2, 2008, 14, 38, 56], -1, 116.45254, 39.86501, 'move')
([2, 2, 2008, 14, 38, 51], [2, 2, 2008, 14, 39, 41], 11.0, 116.45254999999997, 39.86504583333333, 'sp')
([2, 2, 2008, 14, 39, 41], [2, 2, 2008, 14, 39, 41], 11.0, 116.45256, 39.86508, 'move')
([2, 2, 2008, 14, 40, 6], [2, 2, 2008, 14, 40, 6], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 11], [2, 2, 2008, 14, 40, 11], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 16], [2, 2, 2008, 14, 40, 16], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 21], [2, 2, 2008, 14, 40, 21], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 26], [2, 2, 2008, 14, 40, 26], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 31], [2, 2, 2008, 14, 40, 31], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 36], [2, 2, 2008, 14, 40, 36], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 40, 41], [2, 2, 2008, 14, 40, 41], 0, 116.45254, 39.86458, 'move')
([2, 2, 2008, 14, 41, 26], [2, 2, 2008, 14, 41, 26], 0, 116.45522, 39.86306, 'move')
([2, 2, 2008, 14, 41, 36], [2, 2, 2008, 14, 41, 36], 0, 116.45533, 39.86321, 'move')
([2, 2, 2008, 14, 41, 41], [2, 2, 2008, 14, 41, 41], 0, 116.45531, 39.86316, 'move')
([2, 2, 2008, 14, 41, 51], [2, 2, 2008, 14, 41, 51], 0, 116.45526, 39.86306, 'move')
([2, 2, 2008, 14, 41, 56], [2, 2, 2008, 14, 41, 56], 0, 116.45526, 39.86304, 'move')
([2, 2, 2008, 14, 42, 1], [2, 2, 2008, 14, 42, 1], 0, 116.45525, 39.86299, 'move')
([2, 2, 2008, 14, 42, 19], [2, 2, 2008, 14, 42, 19], 0, 116.45589, 39.86243, 'move')
([2, 2, 2008, 14, 42, 24], [2, 2, 2008, 14, 42, 24], 0, 116.45589, 39.86243, 'move')
([2, 2, 2008, 14, 42, 29], [2, 2, 2008, 14, 42, 29], 0, 116.45586, 39.86237, 'move')
([2, 2, 2008, 14, 42, 39], [2, 2, 2008, 14, 42, 39], 0, 116.45545, 39.8618, 'move')
([2, 2, 2008, 14, 42, 44], [2, 2, 2008, 14, 42, 44], 0, 116.45546, 39.8618, 'move')
([2, 2, 2008, 14, 42, 49], [2, 2, 2008, 14, 42, 49], 0, 116.45546, 39.8618, 'move')
([2, 2, 2008, 14, 42, 54], [2, 2, 2008, 14, 42, 54], 0, 116.45546, 39.86181, 'move')
([2, 2, 2008, 14, 42, 59], [2, 2, 2008, 14, 42, 59], 0, 116.45551, 39.86186, 'move')
([2, 2, 2008, 14, 43, 4], [2, 2, 2008, 14, 43, 4], 0, 116.45555, 39.86184, 'move')
([2, 2, 2008, 14, 43, 19], [2, 2, 2008, 14, 43, 19], 0, 116.45445, 39.86273, 'move')
([2, 2, 2008, 14, 45, 9], [2, 2, 2008, 14, 45, 9], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 14], [2, 2, 2008, 14, 45, 14], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 19], [2, 2, 2008, 14, 45, 19], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 24], [2, 2, 2008, 14, 45, 24], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 29], [2, 2, 2008, 14, 45, 29], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 34], [2, 2, 2008, 14, 45, 34], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 44], [2, 2, 2008, 14, 45, 44], 0, 116.4551, 39.86953, 'move')
([2, 2, 2008, 14, 45, 49], [2, 2, 2008, 14, 45, 49], 0, 116.45508, 39.8696, 'move')
([2, 2, 2008, 14, 46, 4], [2, 2, 2008, 14, 46, 4], -1, 116.4552, 39.8699, 'move')
([2, 2, 2008, 14, 45, 59], [2, 2, 2008, 14, 46, 54], 12.0, 116.45520307692307, 39.86995923076923, 'sp')
([2, 2, 2008, 14, 46, 54], [2, 2, 2008, 14, 46, 54], 12.0, 116.45517, 39.86998, 'move')
([2, 2, 2008, 14, 47, 29], [2, 2, 2008, 14, 47, 29], 0, 116.45253, 39.87016, 'move')
([2, 2, 2008, 14, 47, 34], [2, 2, 2008, 14, 47, 34], 0, 116.45253, 39.87016, 'move')
([2, 2, 2008, 14, 48, 4], [2, 2, 2008, 14, 48, 4], 0, 116.45103, 39.87004, 'move')
([2, 2, 2008, 14, 48, 9], [2, 2, 2008, 14, 48, 9], 0, 116.45072, 39.86998, 'move')
([2, 2, 2008, 14, 48, 29], [2, 2, 2008, 14, 48, 29], 0, 116.45025, 39.86924, 'move')
([2, 2, 2008, 14, 49, 59], [2, 2, 2008, 14, 49, 59], 0, 116.4498, 39.87325, 'move')
([2, 2, 2008, 14, 50, 4], [2, 2, 2008, 14, 50, 4], 0, 116.44979, 39.87331, 'move')
([2, 2, 2008, 14, 50, 9], [2, 2, 2008, 14, 50, 9], 0, 116.44976, 39.87333, 'move')
([2, 2, 2008, 14, 50, 19], [2, 2, 2008, 14, 50, 19], 0, 116.44983, 39.87351, 'move')
([2, 2, 2008, 14, 50, 24], [2, 2, 2008, 14, 50, 24], 0, 116.44979, 39.87348, 'move')
([2, 2, 2008, 14, 52, 57], [2, 2, 2008, 14, 52, 57], 0, 116.43967, 39.87587, 'move')
([2, 2, 2008, 14, 57, 46], [2, 2, 2008, 14, 57, 46], 0, 116.4301, 39.9086, 'move')
([2, 2, 2008, 15, 0, 32], [2, 2, 2008, 15, 0, 32], 0, 116.41221, 39.90648, 'move')
([2, 2, 2008, 15, 0, 42], [2, 2, 2008, 15, 0, 42], 0, 116.41251, 39.90713, 'move')
([2, 2, 2008, 15, 0, 52], [2, 2, 2008, 15, 0, 52], 0, 116.41307, 39.90799, 'move')
([2, 2, 2008, 15, 2, 2], [2, 2, 2008, 15, 2, 2], 0, 116.40844, 39.90723, 'move')
([2, 2, 2008, 15, 2, 7], [2, 2, 2008, 15, 2, 7], 0, 116.40844, 39.90724, 'move')
([2, 2, 2008, 15, 2, 7], [2, 2, 2008, 15, 2, 7], 0, 116.40844, 39.90724, 'move')
([2, 2, 2008, 15, 2, 7], [2, 2, 2008, 15, 2, 7], 0, 116.40844, 39.90724, 'move')
([2, 2, 2008, 15, 2, 12], [2, 2, 2008, 15, 2, 12], 0, 116.40852, 39.90722, 'move')
([2, 2, 2008, 15, 2, 37], [2, 2, 2008, 15, 2, 37], 0, 116.40757, 39.90737, 'move')
([2, 2, 2008, 15, 2, 37], [2, 2, 2008, 15, 2, 37], 0, 116.40757, 39.90737, 'move')
([2, 2, 2008, 15, 2, 52], [2, 2, 2008, 15, 2, 52], 0, 116.40755, 39.90767, 'move')
([2, 2, 2008, 15, 3, 47], [2, 2, 2008, 15, 3, 47], 0, 116.40759, 39.90905, 'move')
